id,source,target
212,0,733
213,0,739
214,0,742
215,0,743
216,0,746
217,0,748
218,0,756
219,0,767
220,0,769
221,0,779
222,0,780
223,0,789
224,0,796
225,0,797
226,0,798
227,0,799
228,0,806
229,0,808
230,0,811
231,0,814
232,0,815
233,0,816
234,0,818
235,0,824
236,0,832
237,0,835
238,0,846
239,0,848
240,0,855
241,0,858
242,0,860
243,0,863
244,0,874
245,0,878
246,0,880
247,0,881
248,0,885
249,0,886
250,0,890
251,0,892
252,0,894
253,0,900
254,0,903
255,0,907
256,0,918
257,0,921
258,0,925
259,0,927
260,0,928
261,0,933
262,0,934
263,0,936
264,0,941
265,0,942
266,0,947
267,0,949
268,0,952
269,0,957
270,0,958
271,0,959
272,0,961
273,0,963
274,0,968
275,0,971
276,0,978
277,0,995
278,0,996
279,0,998
280,0,1000
281,0,1006
282,0,1013
283,0,1020
284,0,1026
285,0,1028
286,0,1033
287,0,1040
288,0,1041
289,0,1051
290,0,1052
291,0,1053
292,0,1055
293,0,1056
294,0,1060
295,0,1061
296,0,1062
297,0,1068
298,0,1072
299,0,1075
300,0,1077
301,0,1078
302,0,1082
303,0,1083
304,0,1085
305,0,1086
306,0,1090
307,0,1091
308,0,1096
309,0,1098
310,0,1099
311,0,1103
312,0,1106
313,0,1108
314,0,1118
315,0,1119
316,0,1120
317,0,1121
318,0,1126
319,0,1128
320,0,1130
321,0,1143
322,0,1145
323,0,1167
324,0,1173
325,0,1186
326,0,1187
327,0,1191
328,0,1202
329,0,1205
330,0,1209
331,0,1211
332,0,1214
333,0,1216
334,0,1218
335,0,1220
336,0,1222
337,0,1224
338,0,1226
339,0,1229
340,0,1235
341,0,1236
342,0,1239
343,0,1245
344,0,1250
345,0,1251
346,0,1254
347,0,1255
348,0,1261
349,0,1268
350,0,1270
351,0,1281
352,0,1289
353,0,1290
354,0,1292
355,0,1296
356,0,1297
357,0,1303
358,0,1305
359,0,1318
360,0,1326
361,0,1332
362,0,1335
363,0,1338
364,0,1340
365,0,1341
366,0,1345
367,0,1354
368,0,1355
369,0,1363
370,0,1365
371,0,1368
372,0,1376
373,0,1389
374,0,1391
375,0,1393
376,0,1395
377,0,1411
378,0,1419
379,0,1420
380,0,1426
381,0,1428
382,0,1432
383,0,1441
384,0,1447
385,0,1449
386,0,1450
387,0,1452
388,0,1454
389,0,1463
390,0,1464
391,0,1469
392,0,1471
393,0,1477
394,0,1480
395,0,1490
396,0,1504
397,0,1506
398,0,1510
399,0,1511
400,0,1525
401,0,1530
402,0,1531
403,0,1532
404,0,1541
405,0,1543
406,0,1550
407,0,1556
408,0,1572
409,0,1576
410,0,1579
411,0,1583
412,0,1598
413,0,1616
414,0,1618
415,0,1641
416,0,1651
417,0,1656
418,0,1664
419,0,1666
420,0,1669
421,0,1672
422,0,1675
423,0,1680
424,0,1683
425,0,1685
426,0,1696
427,0,1700
428,0,1702
429,0,1705
430,0,1711
431,0,1717
432,0,1718
433,0,1720
434,0,1725
435,0,1726
436,0,1729
437,0,1746
438,0,1751
439,0,1765
440,0,1766
441,0,1768
442,0,1804
443,0,1806
444,0,1815
445,0,1819
446,0,1820
447,0,1828
448,0,1835
449,0,1836
450,0,1840
451,0,1852
452,0,1864
453,0,1868
454,0,1882
455,0,1883
456,0,1897
457,0,1908
458,0,1920
459,0,1931
460,0,1936
461,0,1945
462,0,1950
463,0,1961
464,0,1974
465,0,1987
466,0,1991
467,0,1996
468,0,2002
469,0,2009
470,0,2011
471,0,2012
472,0,2013
473,0,2023
474,0,2029
475,0,2030
476,0,2040
477,0,2043
478,0,2049
479,0,2058
480,0,2064
481,0,2070
482,0,2071
483,0,2077
484,0,2090
485,0,2101
486,0,2109
487,0,2112
488,0,2118
489,0,2120
490,0,2121
491,0,2126
492,0,2131
493,0,2137
494,0,2138
495,0,2139
496,0,2152
497,0,2167
498,0,2168
499,0,2171
500,0,2172
501,0,2182
502,0,2187
503,0,2193
504,0,2198
505,0,2200
506,0,2209
507,0,2215
508,0,2224
509,0,2230
510,0,2242
511,0,2246
512,0,2253
513,0,2264
514,0,2275
515,0,2279
516,0,2290
517,0,2298
518,0,2305
519,0,2318
520,0,2319
521,0,2323
522,0,2327
523,0,2330
524,0,2336
525,0,2337
526,0,2342
527,0,2344
528,0,2354
529,0,2369
530,0,2372
531,0,2374
532,0,2376
533,0,2379
534,0,2381
535,0,2384
536,0,2387
537,0,2394
538,0,2396
539,0,2399
540,0,2403
541,0,2409
542,0,2411
543,0,2412
544,0,2423
545,0,2432
546,0,2443
547,0,2450
548,0,2452
549,0,2464
550,0,2465
551,0,2467
552,0,2470
553,0,2492
554,0,2500
555,0,2502
556,0,2505
557,0,2524
558,0,2525
559,0,2529
560,0,2547
561,0,2556
562,0,2564
563,0,2572
564,0,2573
565,0,2574
566,0,2578
567,0,2585
568,0,2588
569,0,2592
570,0,2613
571,0,2627
572,0,2638
573,0,2650
574,0,2655
575,0,2664
576,0,2666
577,0,2687
578,0,2700
579,0,2703
580,0,2705
581,0,2745
582,0,2746
583,0,2758
584,0,2760
585,0,2769
586,0,2774
587,0,2776
588,0,2787
589,0,2792
590,0,2810
591,0,2814
592,0,2819
593,0,2822
594,0,2823
595,0,2825
596,0,2837
597,0,2844
598,0,2853
599,0,2863
600,0,2866
601,0,2885
602,0,2887
603,0,2896
604,0,2903
605,0,2909
606,0,2913
607,0,2939
608,0,2956
609,0,2958
610,0,2961
611,0,2971
612,0,2981
613,0,2984
614,0,2987
615,0,2996
616,0,2999
617,0,3000
618,0,3002
619,0,3015
620,0,3016
621,0,3021
622,0,3025
623,0,3030
624,0,3035
625,0,3045
626,0,3051
627,0,3054
628,0,3064
629,0,3076
630,0,3095
631,0,3098
632,0,3110
633,0,3111
634,0,3114
635,0,3122
636,0,3125
637,0,3144
638,0,3152
639,0,3155
640,0,3171
641,0,3174
642,0,3202
643,0,3206
644,0,3213
645,0,3215
646,0,3229
647,0,3255
648,0,3259
649,0,3278
650,0,3285
651,0,3288
652,0,3318
653,0,3325
654,0,3331
655,0,3332
656,0,3350
657,0,3351
658,0,3395
659,0,3399
660,0,3418
661,0,3435
662,0,3447
663,0,3453
664,0,3459
665,0,3470
666,0,3477
667,0,3480
668,0,3484
669,0,3486
670,0,3504
671,0,3505
672,0,3516
673,0,3537
674,0,3539
675,0,3546
676,0,3549
677,0,3556
678,0,3564
679,0,3585
680,0,3609
681,0,3610
682,0,3611
683,0,3614
684,0,3638
685,0,3644
686,0,3645
687,0,3658
688,0,3685
689,0,3690
690,0,3694
691,0,3696
692,0,3699
693,0,3700
694,0,3702
695,0,3730
696,0,3736
697,0,3743
698,0,3751
699,0,3764
700,0,3776
701,0,3780
702,0,3794
703,0,3803
704,0,3822
705,0,3825
706,0,3838
707,0,3855
708,0,3882
709,0,3911
710,0,3912
711,0,3973
712,0,3974
713,0,3976
714,0,3978
715,0,4000
716,0,4134
717,0,4148
718,0,4167
719,0,4177
720,0,4191
721,0,4211
722,0,4224
723,0,4262
724,0,4280
725,0,4294
726,0,4316
727,0,4336
728,0,4337
729,0,4340
730,0,4360
731,0,4377
732,0,4381
733,0,4382
734,0,4393
735,0,4396
736,0,4418
737,0,4420
738,0,4443
739,0,4488
740,0,4490
741,0,4517
742,0,4525
743,0,4531
744,0,4541
745,0,4575
746,0,4621
747,0,4636
748,0,4638
749,0,4653
750,0,4686
751,0,4695
752,0,4726
753,0,4758
754,0,4760
755,0,4762
756,0,4791
757,0,4827
758,0,4847
759,0,4857
760,0,4952
761,0,4954
762,0,4967
763,0,4986
764,0,5019
765,0,5023
766,0,5034
767,0,5082
768,0,5084
769,0,5121
770,1,2
771,1,4
772,1,5
773,1,6
774,1,8
775,1,12
776,1,13
777,1,16
778,1,17
779,1,18
780,1,23
781,1,28
782,1,29
783,1,31
784,1,34
785,1,35
786,1,36
787,1,37
788,1,38
789,1,42
790,1,43
791,1,45
792,1,47
793,1,48
794,1,53
795,1,55
796,1,58
797,1,60
798,1,61
799,1,63
800,1,64
801,1,65
802,1,67
803,1,69
804,1,77
805,1,78
806,1,79
807,1,83
808,1,92
809,1,93
810,1,101
811,1,102
812,1,107
813,1,108
814,1,111
815,1,116
816,1,121
817,1,122
818,1,123
819,1,125
820,1,129
821,1,130
822,1,131
823,1,139
824,1,146
825,1,150
826,1,151
827,1,154
828,1,156
829,1,161
830,1,162
831,1,164
832,1,166
833,1,167
834,1,168
835,1,170
836,1,172
837,1,179
838,1,180
839,1,184
840,1,188
841,1,200
842,1,207
843,1,209
844,1,213
845,1,214
846,1,218
847,1,221
848,1,223
849,1,225
850,1,226
851,1,231
852,1,232
853,1,235
854,1,240
855,1,242
856,1,246
857,1,248
858,1,249
859,1,250
860,1,252
861,1,254
862,1,258
863,1,260
864,1,263
865,1,264
866,1,270
867,1,272
868,1,274
869,1,277
870,1,279
871,1,288
872,1,289
873,1,290
874,1,291
875,1,294
876,1,303
877,1,306
878,1,317
879,1,320
880,1,321
881,1,326
882,1,331
883,1,334
884,1,352
885,1,354
886,1,360
887,1,363
888,1,364
889,1,366
890,1,367
891,1,368
892,1,375
893,1,386
894,1,389
895,1,399
896,1,405
897,1,409
898,1,410
899,1,412
900,1,413
901,1,415
902,1,416
903,1,421
904,1,433
905,1,434
906,1,445
907,1,447
908,1,449
909,1,461
910,1,474
911,1,476
912,1,481
913,1,485
914,1,500
915,1,505
916,1,523
917,1,524
918,1,525
919,1,530
920,1,532
921,1,542
922,1,543
923,1,544
924,1,545
925,1,549
926,1,551
927,1,553
928,1,555
929,1,559
930,1,563
931,1,566
932,1,579
933,1,580
934,1,582
935,1,583
936,1,589
937,1,592
938,1,598
939,1,601
940,1,603
941,1,607
942,1,608
943,1,609
944,1,615
945,1,628
946,1,629
947,1,631
948,1,646
949,1,648
950,1,650
951,1,651
952,1,656
953,1,657
954,1,666
955,1,667
956,1,669
957,1,671
958,1,672
959,1,677
960,1,684
961,1,693
962,1,694
963,1,698
964,1,713
965,1,715
966,1,716
967,1,721
968,1,722
969,1,741
970,1,746
971,1,753
972,1,754
973,1,763
974,1,765
975,1,775
976,1,780
977,1,793
978,1,797
979,1,798
980,1,804
981,1,805
982,1,807
983,1,809
984,1,811
985,1,820
986,1,822
987,1,841
988,1,843
989,1,847
990,1,855
991,1,858
992,1,865
993,1,875
994,1,881
995,1,882
996,1,892
997,1,894
998,1,895
999,1,908
1000,1,923
1001,1,928
1002,1,935
1003,1,936
1004,1,942
1005,1,945
1006,1,949
1007,1,950
1008,1,952
1009,1,956
1010,1,967
1011,1,982
1012,1,983
1013,1,989
1014,1,1006
1015,1,1007
1016,1,1011
1017,1,1015
1018,1,1025
1019,1,1026
1020,1,1036
1021,1,1054
1022,1,1057
1023,1,1066
1024,1,1077
1025,1,1080
1026,1,1083
1027,1,1099
1028,1,1103
1029,1,1105
1030,1,1118
1031,1,1123
1032,1,1126
1033,1,1145
1034,1,1155
1035,1,1165
1036,1,1167
1037,1,1176
1038,1,1177
1039,1,1195
1040,1,1197
1041,1,1198
1042,1,1211
1043,1,1216
1044,1,1231
1045,1,1253
1046,1,1268
1047,1,1273
1048,1,1274
1049,1,1279
1050,1,1286
1051,1,1288
1052,1,1289
1053,1,1297
1054,1,1298
1055,1,1299
1056,1,1306
1057,1,1307
1058,1,1318
1059,1,1321
1060,1,1335
1061,1,1337
1062,1,1355
1063,1,1370
1064,1,1381
1065,1,1400
1066,1,1402
1067,1,1408
1068,1,1419
1069,1,1421
1070,1,1426
1071,1,1439
1072,1,1443
1073,1,1446
1074,1,1449
1075,1,1451
1076,1,1453
1077,1,1472
1078,1,1480
1079,1,1488
1080,1,1491
1081,1,1506
1082,1,1515
1083,1,1543
1084,1,1545
1085,1,1550
1086,1,1568
1087,1,1571
1088,1,1580
1089,1,1583
1090,1,1585
1091,1,1590
1092,1,1600
1093,1,1605
1094,1,1613
1095,1,1674
1096,1,1675
1097,1,1710
1098,1,1724
1099,1,1726
1100,1,1739
1101,1,1747
1102,1,1748
1103,1,1751
1104,1,1753
1105,1,1758
1106,1,1768
1107,1,1774
1108,1,1781
1109,1,1784
1110,1,1796
1111,1,1803
1112,1,1806
1113,1,1807
1114,1,1814
1115,1,1815
1116,1,1819
1117,1,1820
1118,1,1824
1119,1,1828
1120,1,1836
1121,1,1841
1122,1,1849
1123,1,1851
1124,1,1854
1125,1,1861
1126,1,1868
1127,1,1884
1128,1,1892
1129,1,1935
1130,1,1936
1131,1,2029
1132,1,2032
1133,1,2055
1134,1,2071
1135,1,2081
1136,1,2095
1137,1,2116
1138,1,2123
1139,1,2138
1140,1,2165
1141,1,2167
1142,1,2177
1143,1,2180
1144,1,2182
1145,1,2187
1146,1,2218
1147,1,2236
1148,1,2239
1149,1,2251
1150,1,2285
1151,1,2298
1152,1,2300
1153,1,2305
1154,1,2312
1155,1,2317
1156,1,2327
1157,1,2343
1158,1,2351
1159,1,2363
1160,1,2370
1161,1,2379
1162,1,2382
1163,1,2384
1164,1,2402
1165,1,2403
1166,1,2412
1167,1,2413
1168,1,2434
1169,1,2456
1170,1,2464
1171,1,2470
1172,1,2478
1173,1,2488
1174,1,2511
1175,1,2519
1176,1,2529
1177,1,2531
1178,1,2546
1179,1,2558
1180,1,2561
1181,1,2567
1182,1,2585
1183,1,2586
1184,1,2614
1185,1,2626
1186,1,2649
1187,1,2682
1188,1,2701
1189,1,2741
1190,1,2752
1191,1,2754
1192,1,2756
1193,1,2759
1194,1,2776
1195,1,2791
1196,1,2799
1197,1,2823
1198,1,2842
1199,1,2870
1200,1,2880
1201,1,2881
1202,1,2946
1203,1,2955
1204,1,2986
1205,1,2993
1206,1,2997
1207,1,2998
1208,1,3011
1209,1,3035
1210,1,3054
1211,1,3059
1212,1,3069
1213,1,3108
1214,1,3122
1215,1,3123
1216,1,3151
1217,1,3180
1218,1,3183
1219,1,3245
1220,1,3278
1221,1,3290
1222,1,3294
1223,1,3316
1224,1,3363
1225,1,3399
1226,1,3412
1227,1,3417
1228,1,3430
1229,1,3443
1230,1,3453
1231,1,3480
1232,1,3497
1233,1,3537
1234,1,3603
1235,1,3728
1236,1,3763
1237,1,3821
1238,1,3880
1239,1,3882
1240,1,3897
1241,1,3909
1242,1,3939
1243,1,3947
1244,1,3976
1245,1,3978
1246,1,3999
1247,1,4003
1248,1,4007
1249,1,4026
1250,1,4034
1251,1,4064
1252,1,4074
1253,1,4089
1254,1,4096
1255,1,4141
1256,1,4164
1257,1,4191
1258,1,4211
1259,1,4212
1260,1,4227
1261,1,4235
1262,1,4298
1263,1,4316
1264,1,4349
1265,1,4376
1266,1,4427
1267,1,4446
1268,1,4456
1269,1,4500
1270,1,4521
1271,1,4533
1272,1,4550
1273,1,4561
1274,1,4577
1275,1,4591
1276,1,4606
1277,1,4638
1278,1,4648
1279,1,4653
1280,1,4728
1281,1,4732
1282,1,4735
1283,1,4777
1284,1,4797
1285,1,4811
1286,1,4818
1287,1,4841
1288,1,4885
1289,1,4904
1290,1,4925
1291,1,4963
1292,1,4967
1293,1,4978
1294,1,4991
1295,1,4994
1296,1,5034
1297,1,5060
1298,1,5066
1299,1,5153
1300,1,5189
1301,2,7
1302,2,8
1303,2,10
1304,2,11
1305,2,12
1306,2,14
1307,2,16
1308,2,21
1309,2,28
1310,2,29
1311,2,33
1312,2,37
1313,2,42
1314,2,43
1315,2,48
1316,2,50
1317,2,51
1318,2,52
1319,2,63
1320,2,64
1321,2,68
1322,2,74
1323,2,76
1324,2,78
1325,2,79
1326,2,80
1327,2,82
1328,2,84
1329,2,85
1330,2,101
1331,2,107
1332,2,109
1333,2,111
1334,2,121
1335,2,122
1336,2,123
1337,2,124
1338,2,125
1339,2,126
1340,2,129
1341,2,135
1342,2,140
1343,2,143
1344,2,144
1345,2,146
1346,2,149
1347,2,150
1348,2,151
1349,2,153
1350,2,154
1351,2,157
1352,2,162
1353,2,165
1354,2,166
1355,2,171
1356,2,174
1357,2,183
1358,2,184
1359,2,186
1360,2,187
1361,2,188
1362,2,194
1363,2,196
1364,2,199
1365,2,203
1366,2,206
1367,2,207
1368,2,209
1369,2,218
1370,2,224
1371,2,226
1372,2,227
1373,2,230
1374,2,231
1375,2,232
1376,2,234
1377,2,236
1378,2,239
1379,2,241
1380,2,250
1381,2,253
1382,2,256
1383,2,258
1384,2,263
1385,2,265
1386,2,268
1387,2,272
1388,2,273
1389,2,274
1390,2,277
1391,2,279
1392,2,283
1393,2,284
1394,2,299
1395,2,300
1396,2,304
1397,2,309
1398,2,310
1399,2,311
1400,2,312
1401,2,313
1402,2,316
1403,2,326
1404,2,331
1405,2,344
1406,2,347
1407,2,352
1408,2,354
1409,2,359
1410,2,362
1411,2,366
1412,2,369
1413,2,370
1414,2,371
1415,2,373
1416,2,377
1417,2,382
1418,2,383
1419,2,384
1420,2,409
1421,2,411
1422,2,417
1423,2,431
1424,2,439
1425,2,444
1426,2,456
1427,2,461
1428,2,466
1429,2,469
1430,2,475
1431,2,484
1432,2,485
1433,2,490
1434,2,494
1435,2,495
1436,2,496
1437,2,504
1438,2,521
1439,2,524
1440,2,532
1441,2,538
1442,2,543
1443,2,547
1444,2,549
1445,2,553
1446,2,555
1447,2,566
1448,2,567
1449,2,573
1450,2,594
1451,2,596
1452,2,604
1453,2,607
1454,2,613
1455,2,623
1456,2,628
1457,2,633
1458,2,640
1459,2,641
1460,2,649
1461,2,652
1462,2,654
1463,2,672
1464,2,673
1465,2,677
1466,2,688
1467,2,703
1468,2,716
1469,2,728
1470,2,743
1471,2,748
1472,2,753
1473,2,761
1474,2,772
1475,2,775
1476,2,783
1477,2,790
1478,2,791
1479,2,805
1480,2,809
1481,2,818
1482,2,822
1483,2,829
1484,2,831
1485,2,841
1486,2,847
1487,2,852
1488,2,855
1489,2,858
1490,2,860
1491,2,865
1492,2,867
1493,2,874
1494,2,878
1495,2,880
1496,2,905
1497,2,908
1498,2,935
1499,2,951
1500,2,972
1501,2,977
1502,2,979
1503,2,983
1504,2,991
1505,2,1002
1506,2,1008
1507,2,1013
1508,2,1017
1509,2,1028
1510,2,1043
1511,2,1050
1512,2,1052
1513,2,1066
1514,2,1070
1515,2,1073
1516,2,1080
1517,2,1100
1518,2,1108
1519,2,1114
1520,2,1121
1521,2,1123
1522,2,1133
1523,2,1137
1524,2,1146
1525,2,1153
1526,2,1154
1527,2,1159
1528,2,1167
1529,2,1177
1530,2,1189
1531,2,1197
1532,2,1218
1533,2,1220
1534,2,1223
1535,2,1228
1536,2,1234
1537,2,1235
1538,2,1237
1539,2,1238
1540,2,1243
1541,2,1246
1542,2,1251
1543,2,1256
1544,2,1259
1545,2,1266
1546,2,1272
1547,2,1284
1548,2,1288
1549,2,1299
1550,2,1303
1551,2,1305
1552,2,1309
1553,2,1311
1554,2,1329
1555,2,1334
1556,2,1339
1557,2,1341
1558,2,1351
1559,2,1355
1560,2,1370
1561,2,1381
1562,2,1393
1563,2,1397
1564,2,1432
1565,2,1439
1566,2,1445
1567,2,1466
1568,2,1479
1569,2,1480
1570,2,1484
1571,2,1488
1572,2,1496
1573,2,1497
1574,2,1502
1575,2,1507
1576,2,1523
1577,2,1534
1578,2,1548
1579,2,1556
1580,2,1561
1581,2,1565
1582,2,1590
1583,2,1595
1584,2,1622
1585,2,1631
1586,2,1640
1587,2,1655
1588,2,1656
1589,2,1657
1590,2,1663
1591,2,1710
1592,2,1720
1593,2,1726
1594,2,1734
1595,2,1741
1596,2,1748
1597,2,1753
1598,2,1756
1599,2,1758
1600,2,1768
1601,2,1781
1602,2,1783
1603,2,1784
1604,2,1796
1605,2,1799
1606,2,1818
1607,2,1824
1608,2,1828
1609,2,1836
1610,2,1837
1611,2,1841
1612,2,1861
1613,2,1867
1614,2,1880
1615,2,1882
1616,2,1885
1617,2,1898
1618,2,1900
1619,2,1906
1620,2,1914
1621,2,1916
1622,2,1918
1623,2,1920
1624,2,1923
1625,2,1960
1626,2,2043
1627,2,2057
1628,2,2062
1629,2,2075
1630,2,2114
1631,2,2118
1632,2,2125
1633,2,2139
1634,2,2177
1635,2,2187
1636,2,2200
1637,2,2209
1638,2,2219
1639,2,2223
1640,2,2230
1641,2,2236
1642,2,2237
1643,2,2242
1644,2,2246
1645,2,2257
1646,2,2267
1647,2,2279
1648,2,2300
1649,2,2301
1650,2,2305
1651,2,2343
1652,2,2345
1653,2,2348
1654,2,2355
1655,2,2356
1656,2,2360
1657,2,2379
1658,2,2381
1659,2,2384
1660,2,2391
1661,2,2411
1662,2,2430
1663,2,2435
1664,2,2439
1665,2,2455
1666,2,2462
1667,2,2474
1668,2,2480
1669,2,2511
1670,2,2520
1671,2,2528
1672,2,2565
1673,2,2580
1674,2,2586
1675,2,2601
1676,2,2616
1677,2,2630
1678,2,2635
1679,2,2656
1680,2,2658
1681,2,2663
1682,2,2671
1683,2,2674
1684,2,2691
1685,2,2698
1686,2,2712
1687,2,2715
1688,2,2721
1689,2,2726
1690,2,2727
1691,2,2748
1692,2,2754
1693,2,2767
1694,2,2790
1695,2,2796
1696,2,2800
1697,2,2810
1698,2,2814
1699,2,2817
1700,2,2819
1701,2,2828
1702,2,2844
1703,2,2867
1704,2,2876
1705,2,2900
1706,2,2934
1707,2,2940
1708,2,2945
1709,2,2965
1710,2,2999
1711,2,3013
1712,2,3024
1713,2,3030
1714,2,3066
1715,2,3074
1716,2,3080
1717,2,3108
1718,2,3143
1719,2,3209
1720,2,3238
1721,2,3243
1722,2,3265
1723,2,3269
1724,2,3291
1725,2,3292
1726,2,3340
1727,2,3377
1728,2,3423
1729,2,3443
1730,2,3454
1731,2,3488
1732,2,3516
1733,2,3522
1734,2,3523
1735,2,3539
1736,2,3583
1737,2,3601
1738,2,3644
1739,2,3733
1740,2,3754
1741,2,3771
1742,2,3807
1743,2,3830
1744,2,3868
1745,2,3873
1746,2,3957
1747,2,4011
1748,2,4017
1749,2,4018
1750,2,4035
1751,2,4089
1752,2,4098
1753,2,4107
1754,2,4112
1755,2,4128
1756,2,4144
1757,2,4179
1758,2,4183
1759,2,4188
1760,2,4200
1761,2,4246
1762,2,4260
1763,2,4266
1764,2,4333
1765,2,4353
1766,2,4436
1767,2,4480
1768,2,4484
1769,2,4500
1770,2,4523
1771,2,4529
1772,2,4577
1773,2,4586
1774,2,4591
1775,2,4592
1776,2,4602
1777,2,4605
1778,2,4609
1779,2,4617
1780,2,4645
1781,2,4711
1782,2,4822
1783,2,4827
1784,2,4978
1785,2,4988
1786,2,5022
1787,2,5064
1788,2,5144
1789,2,5180
1790,3,5
1791,3,14
1792,3,26
1793,3,29
1794,3,31
1795,3,33
1796,3,36
1797,3,54
1798,3,63
1799,3,69
1800,3,81
1801,3,91
1802,3,99
1803,3,102
1804,3,103
1805,3,107
1806,3,116
1807,3,133
1808,3,141
1809,3,169
1810,3,176
1811,3,178
1812,3,192
1813,3,201
1814,3,204
1815,3,208
1816,3,211
1817,3,214
1818,3,216
1819,3,228
1820,3,240
1821,3,242
1822,3,244
1823,3,246
1824,3,247
1825,3,260
1826,3,275
1827,3,281
1828,3,282
1829,3,288
1830,3,289
1831,3,290
1832,3,303
1833,3,318
1834,3,334
1835,3,339
1836,3,352
1837,3,375
1838,3,383
1839,3,397
1840,3,398
1841,3,416
1842,3,436
1843,3,442
1844,3,443
1845,3,453
1846,3,454
1847,3,460
1848,3,461
1849,3,468
1850,3,476
1851,3,477
1852,3,481
1853,3,483
1854,3,490
1855,3,492
1856,3,515
1857,3,528
1858,3,531
1859,3,539
1860,3,541
1861,3,548
1862,3,560
1863,3,569
1864,3,572
1865,3,588
1866,3,600
1867,3,610
1868,3,614
1869,3,620
1870,3,622
1871,3,629
1872,3,634
1873,3,645
1874,3,672
1875,3,673
1876,3,693
1877,3,695
1878,3,697
1879,3,701
1880,3,712
1881,3,717
1882,3,718
1883,3,730
1884,3,743
1885,3,746
1886,3,749
1887,3,756
1888,3,766
1889,3,773
1890,3,776
1891,3,778
1892,3,780
1893,3,791
1894,3,792
1895,3,797
1896,3,802
1897,3,804
1898,3,808
1899,3,814
1900,3,823
1901,3,835
1902,3,848
1903,3,855
1904,3,858
1905,3,867
1906,3,885
1907,3,892
1908,3,900
1909,3,902
1910,3,903
1911,3,909
1912,3,910
1913,3,920
1914,3,921
1915,3,924
1916,3,934
1917,3,937
1918,3,946
1919,3,947
1920,3,968
1921,3,984
1922,3,996
1923,3,998
1924,3,1000
1925,3,1017
1926,3,1020
1927,3,1021
1928,3,1026
1929,3,1035
1930,3,1051
1931,3,1054
1932,3,1058
1933,3,1068
1934,3,1082
1935,3,1085
1936,3,1090
1937,3,1091
1938,3,1105
1939,3,1113
1940,3,1126
1941,3,1167
1942,3,1173
1943,3,1209
1944,3,1216
1945,3,1218
1946,3,1219
1947,3,1232
1948,3,1236
1949,3,1244
1950,3,1248
1951,3,1249
1952,3,1254
1953,3,1255
1954,3,1265
1955,3,1269
1956,3,1276
1957,3,1289
1958,3,1317
1959,3,1320
1960,3,1341
1961,3,1355
1962,3,1358
1963,3,1363
1964,3,1365
1965,3,1368
1966,3,1376
1967,3,1380
1968,3,1399
1969,3,1419
1970,3,1424
1971,3,1426
1972,3,1436
1973,3,1442
1974,3,1444
1975,3,1447
1976,3,1450
1977,3,1454
1978,3,1469
1979,3,1471
1980,3,1477
1981,3,1490
